Date,Region,Pollen,Level_Value,Level_Description,Forecast_Start,Forecast_End
2025-07-07,Göteborg,Sälg och viden,0,Level 0,2025-07-07,2025-07-08
2025-07-08,Göteborg,Al,0,Level 0,2025-07-08,2025-07-09
2025-07-08,Göteborg,Alm,0,Level 0,2025-07-08,2025-07-09
2025-07-08,Göteborg,Björk,0,Level 0,2025-07-08,2025-07-09
2025-07-08,Göteborg,Bok,0,Level 0,2025-07-08,2025-07-09
2025-07-08,Göteborg,Ek,0,Level 0,2025-07-08,2025-07-09
2025-07-08,Göteborg,Gräs,2,Level 2,2025-07-08,2025-07-09
2025-07-08,Göteborg,Gråbo,0,Level 0,2025-07-08,2025-07-09
2025-07-08,Göteborg,Hassel,0,Level 0,2025-07-08,2025-07-09
2025-07-08,Göteborg,Malörtsambrosia,0,Level 0,2025-07-08,2025-07-09
2025-07-08,Göteborg,Sälg och viden,0,Level 0,2025-07-08,2025-07-09
2025-07-09,Göteborg,Al,0,Level 0,2025-07-09,2025-07-11
2025-07-09,Göteborg,Alm,0,Level 0,2025-07-09,2025-07-11
2025-07-09,Göteborg,Björk,0,Level 0,2025-07-09,2025-07-11
2025-07-09,Göteborg,Bok,0,Level 0,2025-07-09,2025-07-11
2025-07-09,Göteborg,Ek,0,Level 0,2025-07-09,2025-07-11
2025-07-09,Göteborg,Gräs,6,Level 6,2025-07-09,2025-07-11
2025-07-09,Göteborg,Gråbo,0,Level 0,2025-07-09,2025-07-11
2025-07-09,Göteborg,Hassel,0,Level 0,2025-07-09,2025-07-11
2025-07-09,Göteborg,Malörtsambrosia,0,Level 0,2025-07-09,2025-07-11
2025-07-09,Göteborg,Sälg och viden,0,Level 0,2025-07-09,2025-07-11
2025-07-11,Göteborg,Al,0,Level 0,2025-07-11,2025-07-14
2025-07-11,Göteborg,Alm,0,Level 0,2025-07-11,2025-07-14
2025-07-11,Göteborg,Björk,0,Level 0,2025-07-11,2025-07-14
2025-07-11,Göteborg,Bok,0,Level 0,2025-07-11,2025-07-14
2025-07-11,Göteborg,Ek,0,Level 0,2025-07-11,2025-07-14
2025-07-11,Göteborg,Gräs,4,Level 4,2025-07-11,2025-07-14
2025-07-11,Göteborg,Gråbo,0,Level 0,2025-07-11,2025-07-14
2025-07-11,Göteborg,Hassel,0,Level 0,2025-07-11,2025-07-14
2025-07-11,Göteborg,Malörtsambrosia,0,Level 0,2025-07-11,2025-07-14
2025-07-11,Göteborg,Sälg och viden,0,Level 0,2025-07-11,2025-07-14
2025-07-14,Göteborg,Al,0,Level 0,2025-07-14,2025-07-15
2025-07-14,Göteborg,Alm,0,Level 0,2025-07-14,2025-07-15
2025-07-14,Göteborg,Björk,0,Level 0,2025-07-14,2025-07-15
2025-07-14,Göteborg,Bok,0,Level 0,2025-07-14,2025-07-15
2025-07-14,Göteborg,Ek,0,Level 0,2025-07-14,2025-07-15
2025-07-14,Göteborg,Gräs,4,Level 4,2025-07-14,2025-07-15
2025-07-14,Göteborg,Gråbo,0,Level 0,2025-07-14,2025-07-15
2025-07-14,Göteborg,Hassel,0,Level 0,2025-07-14,2025-07-15
2025-07-14,Göteborg,Malörtsambrosia,0,Level 0,2025-07-14,2025-07-15
2025-07-14,Göteborg,Sälg och viden,0,Level 0,2025-07-14,2025-07-15
2025-07-15,Göteborg,Al,0,Level 0,2025-07-15,2025-07-16
2025-07-15,Göteborg,Alm,0,Level 0,2025-07-15,2025-07-16
2025-07-15,Göteborg,Björk,0,Level 0,2025-07-15,2025-07-16
2025-07-15,Göteborg,Bok,0,Level 0,2025-07-15,2025-07-16
2025-07-15,Göteborg,Ek,0,Level 0,2025-07-15,2025-07-16
2025-07-15,Göteborg,Gräs,4,Level 4,2025-07-15,2025-07-16
2025-07-15,Göteborg,Gråbo,1,Level 1,2025-07-15,2025-07-16
2025-07-15,Göteborg,Hassel,0,Level 0,2025-07-15,2025-07-16
2025-07-15,Göteborg,Malörtsambrosia,0,Level 0,2025-07-15,2025-07-16
2025-07-15,Göteborg,Sälg och viden,0,Level 0,2025-07-15,2025-07-16
2025-07-16,Göteborg,Al,0,Level 0,2025-07-16,2025-07-17
2025-07-16,Göteborg,Alm,0,Level 0,2025-07-16,2025-07-17
2025-07-16,Göteborg,Björk,0,Level 0,2025-07-16,2025-07-17
2025-07-16,Göteborg,Bok,0,Level 0,2025-07-16,2025-07-17
2025-07-16,Göteborg,Ek,0,Level 0,2025-07-16,2025-07-17
2025-07-16,Göteborg,Gräs,1,Level 1,2025-07-16,2025-07-17
2025-07-16,Göteborg,Gråbo,1,Level 1,2025-07-16,2025-07-17
2025-07-16,Göteborg,Hassel,0,Level 0,2025-07-16,2025-07-17
2025-07-16,Göteborg,Malörtsambrosia,0,Level 0,2025-07-16,2025-07-17
2025-07-16,Göteborg,Sälg och viden,0,Level 0,2025-07-16,2025-07-17
2025-07-17,Göteborg,Al,0,Level 0,2025-07-17,2025-07-18
2025-07-17,Göteborg,Alm,0,Level 0,2025-07-17,2025-07-18
2025-07-17,Göteborg,Björk,0,Level 0,2025-07-17,2025-07-18
2025-07-17,Göteborg,Bok,0,Level 0,2025-07-17,2025-07-18
2025-07-17,Göteborg,Ek,0,Level 0,2025-07-17,2025-07-18
2025-07-17,Göteborg,Gräs,4,Level 4,2025-07-17,2025-07-18
2025-07-17,Göteborg,Gråbo,1,Level 1,2025-07-17,2025-07-18
2025-07-17,Göteborg,Hassel,0,Level 0,2025-07-17,2025-07-18
2025-07-17,Göteborg,Malörtsambrosia,0,Level 0,2025-07-17,2025-07-18
2025-07-17,Göteborg,Sälg och viden,0,Level 0,2025-07-17,2025-07-18
2025-07-18,Göteborg,Al,0,Level 0,2025-07-18,2025-07-21
2025-07-18,Göteborg,Alm,0,Level 0,2025-07-18,2025-07-21
2025-07-18,Göteborg,Björk,0,Level 0,2025-07-18,2025-07-21
2025-07-18,Göteborg,Bok,0,Level 0,2025-07-18,2025-07-21
2025-07-18,Göteborg,Ek,0,Level 0,2025-07-18,2025-07-21
2025-07-18,Göteborg,Gräs,4,Level 4,2025-07-18,2025-07-21
2025-07-18,Göteborg,Gråbo,1,Level 1,2025-07-18,2025-07-21
2025-07-18,Göteborg,Hassel,0,Level 0,2025-07-18,2025-07-21
2025-07-18,Göteborg,Malörtsambrosia,0,Level 0,2025-07-18,2025-07-21
2025-07-18,Göteborg,Sälg och viden,0,Level 0,2025-07-18,2025-07-21
2025-07-21,Göteborg,Al,0,Level 0,2025-07-21,2025-07-22
2025-07-21,Göteborg,Alm,0,Level 0,2025-07-21,2025-07-22
2025-07-21,Göteborg,Björk,0,Level 0,2025-07-21,2025-07-22
2025-07-21,Göteborg,Bok,0,Level 0,2025-07-21,2025-07-22
2025-07-21,Göteborg,Ek,0,Level 0,2025-07-21,2025-07-22
2025-07-21,Göteborg,Gräs,2,Level 2,2025-07-21,2025-07-22
2025-07-21,Göteborg,Gråbo,1,Level 1,2025-07-21,2025-07-22
2025-07-21,Göteborg,Hassel,0,Level 0,2025-07-21,2025-07-22
2025-07-21,Göteborg,Malörtsambrosia,0,Level 0,2025-07-21,2025-07-22
2025-07-21,Göteborg,Sälg och viden,0,Level 0,2025-07-21,2025-07-22
2025-07-22,Göteborg,Al,0,Level 0,2025-07-22,2025-07-23
2025-07-22,Göteborg,Alm,0,Level 0,2025-07-22,2025-07-23
2025-07-22,Göteborg,Björk,0,Level 0,2025-07-22,2025-07-23
2025-07-22,Göteborg,Bok,0,Level 0,2025-07-22,2025-07-23
2025-07-22,Göteborg,Ek,0,Level 0,2025-07-22,2025-07-23
2025-07-22,Göteborg,Gräs,2,Level 2,2025-07-22,2025-07-23
2025-07-22,Göteborg,Gråbo,1,Level 1,2025-07-22,2025-07-23
2025-07-22,Göteborg,Hassel,0,Level 0,2025-07-22,2025-07-23
2025-07-22,Göteborg,Malörtsambrosia,0,Level 0,2025-07-22,2025-07-23
2025-07-22,Göteborg,Sälg och viden,0,Level 0,2025-07-22,2025-07-23
2025-07-23,Göteborg,Al,0,Level 0,2025-07-23,2025-07-25
2025-07-23,Göteborg,Alm,0,Level 0,2025-07-23,2025-07-25
2025-07-23,Göteborg,Björk,0,Level 0,2025-07-23,2025-07-25
2025-07-23,Göteborg,Bok,0,Level 0,2025-07-23,2025-07-25
2025-07-23,Göteborg,Ek,0,Level 0,2025-07-23,2025-07-25
2025-07-23,Göteborg,Gräs,2,Level 2,2025-07-23,2025-07-25
2025-07-23,Göteborg,Gråbo,1,Level 1,2025-07-23,2025-07-25
2025-07-23,Göteborg,Hassel,0,Level 0,2025-07-23,2025-07-25
2025-07-23,Göteborg,Malörtsambrosia,0,Level 0,2025-07-23,2025-07-25
2025-07-23,Göteborg,Sälg och viden,0,Level 0,2025-07-23,2025-07-25
2025-07-25,Göteborg,Al,0,Level 0,2025-07-25,2025-07-28
2025-07-25,Göteborg,Alm,0,Level 0,2025-07-25,2025-07-28
2025-07-25,Göteborg,Björk,0,Level 0,2025-07-25,2025-07-28
2025-07-25,Göteborg,Bok,0,Level 0,2025-07-25,2025-07-28
2025-07-25,Göteborg,Ek,0,Level 0,2025-07-25,2025-07-28
2025-07-25,Göteborg,Gräs,1,Level 1,2025-07-25,2025-07-28
2025-07-25,Göteborg,Gråbo,2,Level 2,2025-07-25,2025-07-28
2025-07-25,Göteborg,Hassel,0,Level 0,2025-07-25,2025-07-28
2025-07-25,Göteborg,Malörtsambrosia,0,Level 0,2025-07-25,2025-07-28
2025-07-25,Göteborg,Sälg och viden,0,Level 0,2025-07-25,2025-07-28
2025-07-28,Göteborg,Al,0,Level 0,2025-07-28,2025-07-30
2025-07-28,Göteborg,Alm,0,Level 0,2025-07-28,2025-07-30
2025-07-28,Göteborg,Björk,0,Level 0,2025-07-28,2025-07-30
2025-07-28,Göteborg,Bok,0,Level 0,2025-07-28,2025-07-30
2025-07-28,Göteborg,Ek,0,Level 0,2025-07-28,2025-07-30
2025-07-28,Göteborg,Gräs,1,Level 1,2025-07-28,2025-07-30
2025-07-28,Göteborg,Gråbo,2,Level 2,2025-07-28,2025-07-30
2025-07-28,Göteborg,Hassel,0,Level 0,2025-07-28,2025-07-30
2025-07-28,Göteborg,Malörtsambrosia,0,Level 0,2025-07-28,2025-07-30
2025-07-28,Göteborg,Sälg och viden,0,Level 0,2025-07-28,2025-07-30
2025-07-30,Göteborg,Al,0,Level 0,2025-07-30,2025-07-31
2025-07-30,Göteborg,Alm,0,Level 0,2025-07-30,2025-07-31
2025-07-30,Göteborg,Björk,0,Level 0,2025-07-30,2025-07-31
2025-07-30,Göteborg,Bok,0,Level 0,2025-07-30,2025-07-31
2025-07-30,Göteborg,Ek,0,Level 0,2025-07-30,2025-07-31
2025-07-30,Göteborg,Gräs,1,Level 1,2025-07-30,2025-07-31
2025-07-30,Göteborg,Gråbo,1,Level 1,2025-07-30,2025-07-31
2025-07-30,Göteborg,Hassel,0,Level 0,2025-07-30,2025-07-31
2025-07-30,Göteborg,Malörtsambrosia,0,Level 0,2025-07-30,2025-07-31
2025-07-30,Göteborg,Sälg och viden,0,Level 0,2025-07-30,2025-07-31
2025-07-31,Göteborg,Al,0,Level 0,2025-07-31,2025-08-01
2025-07-31,Göteborg,Alm,0,Level 0,2025-07-31,2025-08-01
2025-07-31,Göteborg,Björk,0,Level 0,2025-07-31,2025-08-01
2025-07-31,Göteborg,Bok,0,Level 0,2025-07-31,2025-08-01
2025-07-31,Göteborg,Ek,0,Level 0,2025-07-31,2025-08-01
2025-07-31,Göteborg,Gräs,1,Level 1,2025-07-31,2025-08-01
2025-07-31,Göteborg,Gråbo,1,Level 1,2025-07-31,2025-08-01
2025-07-31,Göteborg,Hassel,0,Level 0,2025-07-31,2025-08-01
2025-07-31,Göteborg,Malörtsambrosia,0,Level 0,2025-07-31,2025-08-01
2025-07-31,Göteborg,Sälg och viden,0,Level 0,2025-07-31,2025-08-01
2025-08-04,Göteborg,Al,0,Level 0,2025-08-04,2025-08-06
2025-08-04,Göteborg,Alm,0,Level 0,2025-08-04,2025-08-06
2025-08-04,Göteborg,Björk,0,Level 0,2025-08-04,2025-08-06
2025-08-04,Göteborg,Bok,0,Level 0,2025-08-04,2025-08-06
2025-08-04,Göteborg,Ek,0,Level 0,2025-08-04,2025-08-06
2025-08-04,Göteborg,Gräs,1,Level 1,2025-08-04,2025-08-06
2025-08-04,Göteborg,Gråbo,1,Level 1,2025-08-04,2025-08-06
2025-08-04,Göteborg,Hassel,0,Level 0,2025-08-04,2025-08-06
2025-08-04,Göteborg,Malörtsambrosia,0,Level 0,2025-08-04,2025-08-06
2025-08-04,Göteborg,Sälg och viden,0,Level 0,2025-08-04,2025-08-06
2025-08-06,Göteborg,Al,0,Level 0,2025-08-06,2025-08-08
2025-08-06,Göteborg,Alm,0,Level 0,2025-08-06,2025-08-08
2025-08-06,Göteborg,Björk,0,Level 0,2025-08-06,2025-08-08
2025-08-06,Göteborg,Bok,0,Level 0,2025-08-06,2025-08-08
2025-08-06,Göteborg,Ek,0,Level 0,2025-08-06,2025-08-08
2025-08-06,Göteborg,Gräs,1,Level 1,2025-08-06,2025-08-08
2025-08-06,Göteborg,Gråbo,1,Level 1,2025-08-06,2025-08-08
2025-08-06,Göteborg,Hassel,0,Level 0,2025-08-06,2025-08-08
2025-08-06,Göteborg,Malörtsambrosia,0,Level 0,2025-08-06,2025-08-08
2025-08-06,Göteborg,Sälg och viden,0,Level 0,2025-08-06,2025-08-08
2025-08-13,Göteborg,Al,0,Level 0,2025-08-13,2025-08-15
2025-08-13,Göteborg,Alm,0,Level 0,2025-08-13,2025-08-15
2025-08-13,Göteborg,Björk,0,Level 0,2025-08-13,2025-08-15
2025-08-13,Göteborg,Bok,0,Level 0,2025-08-13,2025-08-15
2025-08-13,Göteborg,Ek,0,Level 0,2025-08-13,2025-08-15
2025-08-13,Göteborg,Gräs,2,Level 2,2025-08-13,2025-08-15
2025-08-13,Göteborg,Gråbo,2,Level 2,2025-08-13,2025-08-15
2025-08-13,Göteborg,Hassel,0,Level 0,2025-08-13,2025-08-15
2025-08-13,Göteborg,Malörtsambrosia,0,Level 0,2025-08-13,2025-08-15
2025-08-13,Göteborg,Sälg och viden,0,Level 0,2025-08-13,2025-08-15
2025-08-18,Göteborg,Al,0,Level 0,2025-08-18,2025-08-20
2025-08-18,Göteborg,Alm,0,Level 0,2025-08-18,2025-08-20
2025-08-18,Göteborg,Björk,0,Level 0,2025-08-18,2025-08-20
2025-08-18,Göteborg,Bok,0,Level 0,2025-08-18,2025-08-20
2025-08-18,Göteborg,Ek,0,Level 0,2025-08-18,2025-08-20
2025-08-18,Göteborg,Gräs,1,Level 1,2025-08-18,2025-08-20
2025-08-18,Göteborg,Gråbo,1,Level 1,2025-08-18,2025-08-20
2025-08-18,Göteborg,Hassel,0,Level 0,2025-08-18,2025-08-20
2025-08-18,Göteborg,Malörtsambrosia,0,Level 0,2025-08-18,2025-08-20
2025-08-18,Göteborg,Sälg och viden,0,Level 0,2025-08-18,2025-08-20
2025-08-22,Göteborg,Al,0,Level 0,2025-08-22,2025-08-25
2025-08-22,Göteborg,Alm,0,Level 0,2025-08-22,2025-08-25
2025-08-22,Göteborg,Björk,0,Level 0,2025-08-22,2025-08-25
2025-08-22,Göteborg,Bok,0,Level 0,2025-08-22,2025-08-25
2025-08-22,Göteborg,Ek,0,Level 0,2025-08-22,2025-08-25
2025-08-22,Göteborg,Gräs,1,Level 1,2025-08-22,2025-08-25
2025-08-22,Göteborg,Gråbo,1,Level 1,2025-08-22,2025-08-25
2025-08-22,Göteborg,Hassel,0,Level 0,2025-08-22,2025-08-25
2025-08-22,Göteborg,Malörtsambrosia,0,Level 0,2025-08-22,2025-08-25
2025-08-22,Göteborg,Sälg och viden,0,Level 0,2025-08-22,2025-08-25
2025-08-29,Göteborg,Al,0,Level 0,2025-08-29,2025-09-01
2025-08-29,Göteborg,Alm,0,Level 0,2025-08-29,2025-09-01
2025-08-29,Göteborg,Björk,0,Level 0,2025-08-29,2025-09-01
2025-08-29,Göteborg,Bok,0,Level 0,2025-08-29,2025-09-01
2025-08-29,Göteborg,Ek,0,Level 0,2025-08-29,2025-09-01
2025-08-29,Göteborg,Gräs,1,Level 1,2025-08-29,2025-09-01
2025-08-29,Göteborg,Gråbo,1,Level 1,2025-08-29,2025-09-01
2025-08-29,Göteborg,Hassel,0,Level 0,2025-08-29,2025-09-01
2025-08-29,Göteborg,Malörtsambrosia,1,Level 1,2025-08-29,2025-09-01
2025-08-29,Göteborg,Sälg och viden,0,Level 0,2025-08-29,2025-09-01
2025-09-01,Göteborg,Al,0,Level 0,2025-09-01,2025-09-03
2025-09-01,Göteborg,Alm,0,Level 0,2025-09-01,2025-09-03
2025-09-01,Göteborg,Björk,0,Level 0,2025-09-01,2025-09-03
2025-09-01,Göteborg,Bok,0,Level 0,2025-09-01,2025-09-03
2025-09-01,Göteborg,Ek,0,Level 0,2025-09-01,2025-09-03
2025-09-01,Göteborg,Gräs,1,Level 1,2025-09-01,2025-09-03
2025-09-01,Göteborg,Gråbo,1,Level 1,2025-09-01,2025-09-03
2025-09-01,Göteborg,Hassel,0,Level 0,2025-09-01,2025-09-03
2025-09-01,Göteborg,Malörtsambrosia,1,Level 1,2025-09-01,2025-09-03
2025-09-01,Göteborg,Sälg och viden,0,Level 0,2025-09-01,2025-09-03
2025-09-05,Göteborg,Al,0,Level 0,2025-09-05,2025-09-08
2025-09-05,Göteborg,Alm,0,Level 0,2025-09-05,2025-09-08
2025-09-05,Göteborg,Björk,0,Level 0,2025-09-05,2025-09-08
2025-09-05,Göteborg,Bok,0,Level 0,2025-09-05,2025-09-08
2025-09-05,Göteborg,Ek,0,Level 0,2025-09-05,2025-09-08
2025-09-05,Göteborg,Gräs,1,Level 1,2025-09-05,2025-09-08
2025-09-05,Göteborg,Gråbo,1,Level 1,2025-09-05,2025-09-08
2025-09-05,Göteborg,Hassel,0,Level 0,2025-09-05,2025-09-08
2025-09-05,Göteborg,Malörtsambrosia,1,Level 1,2025-09-05,2025-09-08
2025-09-05,Göteborg,Sälg och viden,0,Level 0,2025-09-05,2025-09-08
2025-09-08,Göteborg,Al,0,Level 0,2025-09-08,2025-09-10
2025-09-08,Göteborg,Alm,0,Level 0,2025-09-08,2025-09-10
2025-09-08,Göteborg,Björk,0,Level 0,2025-09-08,2025-09-10
2025-09-08,Göteborg,Bok,0,Level 0,2025-09-08,2025-09-10
2025-09-08,Göteborg,Ek,0,Level 0,2025-09-08,2025-09-10
2025-09-08,Göteborg,Gräs,1,Level 1,2025-09-08,2025-09-10
2025-09-08,Göteborg,Gråbo,1,Level 1,2025-09-08,2025-09-10
2025-09-08,Göteborg,Hassel,0,Level 0,2025-09-08,2025-09-10
2025-09-08,Göteborg,Malörtsambrosia,1,Level 1,2025-09-08,2025-09-10
2025-09-08,Göteborg,Sälg och viden,0,Level 0,2025-09-08,2025-09-10
2025-09-10,Göteborg,Al,0,Level 0,2025-09-10,2025-09-11
2025-09-10,Göteborg,Alm,0,Level 0,2025-09-10,2025-09-11
2025-09-10,Göteborg,Björk,0,Level 0,2025-09-10,2025-09-11
2025-09-10,Göteborg,Bok,0,Level 0,2025-09-10,2025-09-11
2025-09-10,Göteborg,Ek,0,Level 0,2025-09-10,2025-09-11
2025-09-10,Göteborg,Gräs,1,Level 1,2025-09-10,2025-09-11
2025-09-10,Göteborg,Gråbo,1,Level 1,2025-09-10,2025-09-11
2025-09-10,Göteborg,Hassel,0,Level 0,2025-09-10,2025-09-11
2025-09-10,Göteborg,Malörtsambrosia,1,Level 1,2025-09-10,2025-09-11
2025-09-10,Göteborg,Sälg och viden,0,Level 0,2025-09-10,2025-09-11
2025-09-11,Göteborg,Al,0,Level 0,2025-09-11,2025-09-12
2025-09-11,Göteborg,Alm,0,Level 0,2025-09-11,2025-09-12
2025-09-11,Göteborg,Björk,0,Level 0,2025-09-11,2025-09-12
2025-09-11,Göteborg,Bok,0,Level 0,2025-09-11,2025-09-12
2025-09-11,Göteborg,Ek,0,Level 0,2025-09-11,2025-09-12
2025-09-11,Göteborg,Gräs,1,Level 1,2025-09-11,2025-09-12
2025-09-11,Göteborg,Gråbo,1,Level 1,2025-09-11,2025-09-12
2025-09-11,Göteborg,Hassel,0,Level 0,2025-09-11,2025-09-12
2025-09-11,Göteborg,Malörtsambrosia,1,Level 1,2025-09-11,2025-09-12
2025-09-11,Göteborg,Sälg och viden,0,Level 0,2025-09-11,2025-09-12
2025-09-17,Göteborg,Al,0,Level 0,2025-09-17,2025-09-19
2025-09-17,Göteborg,Alm,0,Level 0,2025-09-17,2025-09-19
2025-09-17,Göteborg,Björk,0,Level 0,2025-09-17,2025-09-19
2025-09-17,Göteborg,Bok,0,Level 0,2025-09-17,2025-09-19
2025-09-17,Göteborg,Ek,0,Level 0,2025-09-17,2025-09-19
2025-09-17,Göteborg,Gräs,1,Level 1,2025-09-17,2025-09-19
2025-09-17,Göteborg,Gråbo,1,Level 1,2025-09-17,2025-09-19
2025-09-17,Göteborg,Hassel,0,Level 0,2025-09-17,2025-09-19
2025-09-17,Göteborg,Malörtsambrosia,1,Level 1,2025-09-17,2025-09-19
2025-09-17,Göteborg,Sälg och viden,0,Level 0,2025-09-17,2025-09-19
2025-09-22,Göteborg,Al,0,Level 0,2025-09-22,2025-09-24
2025-09-22,Göteborg,Alm,0,Level 0,2025-09-22,2025-09-24
2025-09-22,Göteborg,Björk,0,Level 0,2025-09-22,2025-09-24
2025-09-22,Göteborg,Bok,0,Level 0,2025-09-22,2025-09-24
2025-09-22,Göteborg,Ek,0,Level 0,2025-09-22,2025-09-24
2025-09-22,Göteborg,Gräs,1,Level 1,2025-09-22,2025-09-24
2025-09-22,Göteborg,Gråbo,1,Level 1,2025-09-22,2025-09-24
2025-09-22,Göteborg,Hassel,0,Level 0,2025-09-22,2025-09-24
2025-09-22,Göteborg,Malörtsambrosia,1,Level 1,2025-09-22,2025-09-24
2025-09-22,Göteborg,Sälg och viden,0,Level 0,2025-09-22,2025-09-24
2025-09-26,Göteborg,Al,0,Level 0,2025-09-26,2025-09-29
2025-09-26,Göteborg,Alm,0,Level 0,2025-09-26,2025-09-29
2025-09-26,Göteborg,Björk,0,Level 0,2025-09-26,2025-09-29
2025-09-26,Göteborg,Bok,0,Level 0,2025-09-26,2025-09-29
2025-09-26,Göteborg,Ek,0,Level 0,2025-09-26,2025-09-29
2025-09-26,Göteborg,Gräs,1,Level 1,2025-09-26,2025-09-29
2025-09-26,Göteborg,Gråbo,1,Level 1,2025-09-26,2025-09-29
2025-09-26,Göteborg,Hassel,0,Level 0,2025-09-26,2025-09-29
2025-09-26,Göteborg,Malörtsambrosia,1,Level 1,2025-09-26,2025-09-29
2025-09-26,Göteborg,Sälg och viden,0,Level 0,2025-09-26,2025-09-29
2026-03-26,Göteborg,Al,3,Level 3,2026-03-26,2026-03-27
2026-03-26,Göteborg,Alm,1,Level 1,2026-03-26,2026-03-27
2026-03-26,Göteborg,Björk,0,Level 0,2026-03-26,2026-03-27
2026-03-26,Göteborg,Bok,0,Level 0,2026-03-26,2026-03-27
2026-03-26,Göteborg,Ek,0,Level 0,2026-03-26,2026-03-27
2026-03-26,Göteborg,Gräs,0,Level 0,2026-03-26,2026-03-27
2026-03-26,Göteborg,Gråbo,0,Level 0,2026-03-26,2026-03-27
2026-03-26,Göteborg,Hassel,1,Level 1,2026-03-26,2026-03-27
2026-03-26,Göteborg,Malörtsambrosia,0,Level 0,2026-03-26,2026-03-27
2026-03-26,Göteborg,Sälg och viden,1,Level 1,2026-03-26,2026-03-27
2026-03-27,Göteborg,Al,3,Level 3,2026-03-27,2026-03-30
2026-03-27,Göteborg,Alm,1,Level 1,2026-03-27,2026-03-30
2026-03-27,Göteborg,Björk,0,Level 0,2026-03-27,2026-03-30
2026-03-27,Göteborg,Bok,0,Level 0,2026-03-27,2026-03-30
2026-03-27,Göteborg,Ek,0,Level 0,2026-03-27,2026-03-30
2026-03-27,Göteborg,Gräs,0,Level 0,2026-03-27,2026-03-30
2026-03-27,Göteborg,Gråbo,0,Level 0,2026-03-27,2026-03-30
2026-03-27,Göteborg,Hassel,1,Level 1,2026-03-27,2026-03-30
2026-03-27,Göteborg,Malörtsambrosia,0,Level 0,2026-03-27,2026-03-30
2026-03-27,Göteborg,Sälg och viden,1,Level 1,2026-03-27,2026-03-30
2026-03-30,Göteborg,Al,2,Level 2,2026-03-30,2026-03-31
2026-03-30,Göteborg,Alm,1,Level 1,2026-03-30,2026-03-31
2026-03-30,Göteborg,Björk,1,Level 1,2026-03-30,2026-03-31
2026-03-30,Göteborg,Bok,0,Level 0,2026-03-30,2026-03-31
2026-03-30,Göteborg,Ek,0,Level 0,2026-03-30,2026-03-31
2026-03-30,Göteborg,Gräs,0,Level 0,2026-03-30,2026-03-31
2026-03-30,Göteborg,Gråbo,0,Level 0,2026-03-30,2026-03-31
2026-03-30,Göteborg,Hassel,1,Level 1,2026-03-30,2026-03-31
2026-03-30,Göteborg,Malörtsambrosia,0,Level 0,2026-03-30,2026-03-31
2026-03-30,Göteborg,Sälg och viden,1,Level 1,2026-03-30,2026-03-31
2026-03-31,Göteborg,Al,1,Level 1,2026-03-31,2026-04-01
2026-03-31,Göteborg,Alm,1,Level 1,2026-03-31,2026-04-01
2026-03-31,Göteborg,Björk,0,Level 0,2026-03-31,2026-04-01
2026-03-31,Göteborg,Bok,0,Level 0,2026-03-31,2026-04-01
2026-03-31,Göteborg,Ek,0,Level 0,2026-03-31,2026-04-01
2026-03-31,Göteborg,Gräs,0,Level 0,2026-03-31,2026-04-01
2026-03-31,Göteborg,Gråbo,0,Level 0,2026-03-31,2026-04-01
2026-03-31,Göteborg,Hassel,1,Level 1,2026-03-31,2026-04-01
2026-03-31,Göteborg,Malörtsambrosia,0,Level 0,2026-03-31,2026-04-01
2026-03-31,Göteborg,Sälg och viden,1,Level 1,2026-03-31,2026-04-01
2026-04-01,Göteborg,Al,2,Level 2,2026-04-01,2026-04-02
2026-04-01,Göteborg,Alm,1,Level 1,2026-04-01,2026-04-02
2026-04-01,Göteborg,Björk,0,Level 0,2026-04-01,2026-04-02
2026-04-01,Göteborg,Bok,0,Level 0,2026-04-01,2026-04-02
2026-04-01,Göteborg,Ek,0,Level 0,2026-04-01,2026-04-02
2026-04-01,Göteborg,Gräs,0,Level 0,2026-04-01,2026-04-02
2026-04-01,Göteborg,Gråbo,0,Level 0,2026-04-01,2026-04-02
2026-04-01,Göteborg,Hassel,1,Level 1,2026-04-01,2026-04-02
2026-04-01,Göteborg,Malörtsambrosia,0,Level 0,2026-04-01,2026-04-02
2026-04-01,Göteborg,Sälg och viden,1,Level 1,2026-04-01,2026-04-02
2026-04-02,Göteborg,Al,1,Level 1,2026-04-02,2026-04-07
2026-04-02,Göteborg,Alm,1,Level 1,2026-04-02,2026-04-07
2026-04-02,Göteborg,Björk,1,Level 1,2026-04-02,2026-04-07
2026-04-02,Göteborg,Bok,0,Level 0,2026-04-02,2026-04-07
2026-04-02,Göteborg,Ek,0,Level 0,2026-04-02,2026-04-07
2026-04-02,Göteborg,Gräs,0,Level 0,2026-04-02,2026-04-07
2026-04-02,Göteborg,Gråbo,0,Level 0,2026-04-02,2026-04-07
2026-04-02,Göteborg,Hassel,1,Level 1,2026-04-02,2026-04-07
2026-04-02,Göteborg,Malörtsambrosia,0,Level 0,2026-04-02,2026-04-07
2026-04-02,Göteborg,Sälg och viden,1,Level 1,2026-04-02,2026-04-07
2026-04-07,Göteborg,Al,1,Level 1,2026-04-07,2026-04-08
2026-04-07,Göteborg,Alm,2,Level 2,2026-04-07,2026-04-08
2026-04-07,Göteborg,Björk,0,Level 0,2026-04-07,2026-04-08
2026-04-07,Göteborg,Bok,0,Level 0,2026-04-07,2026-04-08
